data,values,cod,abbreviation,kurs_rub
2010-11-08,Bolg lion,975,BGN,22.0944
2010-11-09,Bolg lion,975,BGN,21.9738
2010-11-10,Bolg lion,975,BGN,21.8285
2010-11-11,Bolg lion,975,BGN,21.6678
2010-11-12,Bolg lion,975,BGN,21.4668
2010-11-13,Bolg lion,975,BGN,21.4246
2010-11-14,Bolg lion,975,BGN,21.5931
2010-11-15,Bolg lion,975,BGN,21.5931
2010-11-16,Bolg lion,975,BGN,21.5195
2010-11-17,Bolg lion,975,BGN,21.6102
2010-11-18,Bolg lion,975,BGN,21.6332
2010-11-19,Bolg lion,975,BGN,21.6771
2010-11-20,Bolg lion,975,BGN,21.6517
2010-11-21,Bolg lion,975,BGN,21.6517
2010-11-22,Bolg lion,975,BGN,21.6517
2010-11-23,Bolg lion,975,BGN,21.7738
2010-11-24,Bolg lion,975,BGN,21.6947
2010-11-25,Bolg lion,975,BGN,21.4042
2010-11-26,Bolg lion,975,BGN,21.3457
2010-11-27,Bolg lion,975,BGN,21.3017
2010-11-28,Bolg lion,975,BGN,21.3017
2010-11-29,Bolg lion,975,BGN,21.3017
2010-11-30,Bolg lion,975,BGN,21.2518
2010-12-01,Bolg lion,975,BGN,21.001
2010-12-02,Bolg lion,975,BGN,21.0334
2010-12-03,Bolg lion,975,BGN,21.0599
2010-12-04,Bolg lion,975,BGN,21.1173
2010-12-05,Bolg lion,975,BGN,21.1173
2010-12-06,Bolg lion,975,BGN,21.1173
2010-12-07,Bolg lion,975,BGN,21.3125
2010-12-08,Bolg lion,975,BGN,21.3292
2010-12-09,Bolg lion,975,BGN,21.1173
2010-12-10,Bolg lion,975,BGN,21.0469
2010-12-11,Bolg lion,975,BGN,20.8911
2010-12-12,Bolg lion,975,BGN,20.8911
2010-12-13,Bolg lion,975,BGN,20.8911
2010-12-14,Bolg lion,975,BGN,20.8689
2010-12-15,Bolg lion,975,BGN,21.1536
2010-12-16,Bolg lion,975,BGN,20.9278
2010-12-17,Bolg lion,975,BGN,20.8127
2010-12-18,Bolg lion,975,BGN,20.8641
2010-12-19,Bolg lion,975,BGN,20.8641
2010-12-20,Bolg lion,975,BGN,20.8641
2010-12-21,Bolg lion,975,BGN,20.6999
2010-12-22,Bolg lion,975,BGN,20.6444
2010-12-23,Bolg lion,975,BGN,20.6471
2010-12-24,Bolg lion,975,BGN,20.4987
2010-12-25,Bolg lion,975,BGN,20.5358
2010-12-26,Bolg lion,975,BGN,20.5358
2010-12-27,Bolg lion,975,BGN,20.5358
2010-12-28,Bolg lion,975,BGN,20.4675
2010-12-29,Bolg lion,975,BGN,20.4651
2010-12-30,Bolg lion,975,BGN,20.378
2010-12-31,Bolg lion,975,BGN,20.6218
2011-01-01,Bolg lion,975,BGN,20.7015
2011-01-02,Bolg lion,975,BGN,20.7015
2011-01-03,Bolg lion,975,BGN,20.7015
2011-01-04,Bolg lion,975,BGN,20.7015
2011-01-05,Bolg lion,975,BGN,20.7015
2011-01-06,Bolg lion,975,BGN,20.7015
2011-01-07,Bolg lion,975,BGN,20.7015
2011-01-08,Bolg lion,975,BGN,20.7015
2011-01-09,Bolg lion,975,BGN,20.7015
2011-01-10,Bolg lion,975,BGN,20.7015
2011-01-11,Bolg lion,975,BGN,20.7015
2011-01-12,Bolg lion,975,BGN,20.2682
2011-01-13,Bolg lion,975,BGN,20.2241
2011-01-14,Bolg lion,975,BGN,20.1869
2011-01-15,Bolg lion,975,BGN,20.5756
2011-01-16,Bolg lion,975,BGN,20.5756
2011-01-17,Bolg lion,975,BGN,20.5756
2011-01-18,Bolg lion,975,BGN,20.4264
2011-01-19,Bolg lion,975,BGN,20.4307
2011-01-20,Bolg lion,975,BGN,20.5083
2011-01-21,Bolg lion,975,BGN,20.5797
2011-01-22,Bolg lion,975,BGN,20.7645
2011-01-23,Bolg lion,975,BGN,20.7645
2011-01-24,Bolg lion,975,BGN,20.7645
2011-01-25,Bolg lion,975,BGN,20.7101
2011-01-26,Bolg lion,975,BGN,20.8079
2011-01-27,Bolg lion,975,BGN,20.8638
2011-01-28,Bolg lion,975,BGN,20.7306
2011-01-29,Bolg lion,975,BGN,20.7529
2011-01-30,Bolg lion,975,BGN,20.7529
2011-01-31,Bolg lion,975,BGN,20.7529
2011-02-01,Bolg lion,975,BGN,20.7432
2011-02-02,Bolg lion,975,BGN,20.8031
2011-02-03,Bolg lion,975,BGN,20.809
2011-02-04,Bolg lion,975,BGN,20.6974
2011-02-05,Bolg lion,975,BGN,20.5073
2011-02-06,Bolg lion,975,BGN,20.5073
2011-02-07,Bolg lion,975,BGN,20.5073
2011-02-08,Bolg lion,975,BGN,20.432
2011-02-09,Bolg lion,975,BGN,20.3981
2011-02-10,Bolg lion,975,BGN,20.4502
2011-02-11,Bolg lion,975,BGN,20.4782
2011-02-12,Bolg lion,975,BGN,20.3103
2011-02-13,Bolg lion,975,BGN,20.3103
2011-02-14,Bolg lion,975,BGN,20.3103
2011-02-15,Bolg lion,975,BGN,20.1809
2011-02-16,Bolg lion,975,BGN,20.2105
2011-02-17,Bolg lion,975,BGN,20.2922
2011-02-18,Bolg lion,975,BGN,20.2694
2011-02-19,Bolg lion,975,BGN,20.3184
2011-02-20,Bolg lion,975,BGN,20.3184
2011-02-21,Bolg lion,975,BGN,20.3184
2011-02-22,Bolg lion,975,BGN,20.3937
2011-02-23,Bolg lion,975,BGN,20.2867
2011-02-24,Bolg lion,975,BGN,20.2867
2011-02-25,Bolg lion,975,BGN,20.4725
2011-02-26,Bolg lion,975,BGN,20.4671
2011-02-27,Bolg lion,975,BGN,20.4671
2011-02-28,Bolg lion,975,BGN,20.4671
2011-03-01,Bolg lion,975,BGN,20.3498
2011-03-02,Bolg lion,975,BGN,20.3272
2011-03-03,Bolg lion,975,BGN,20.149
2011-03-04,Bolg lion,975,BGN,20.053
2011-03-05,Bolg lion,975,BGN,20.1099
2011-03-06,Bolg lion,975,BGN,20.1413
2011-03-07,Bolg lion,975,BGN,20.1413
2011-03-08,Bolg lion,975,BGN,20.1413
2011-03-09,Bolg lion,975,BGN,20.1413
2011-03-10,Bolg lion,975,BGN,20.0713
2011-03-11,Bolg lion,975,BGN,20.0887
2011-03-12,Bolg lion,975,BGN,20.2502
2011-03-13,Bolg lion,975,BGN,20.2502
2011-03-14,Bolg lion,975,BGN,20.2502
2011-03-15,Bolg lion,975,BGN,20.3855
2011-03-16,Bolg lion,975,BGN,20.4676
2011-03-17,Bolg lion,975,BGN,20.4775
2011-03-18,Bolg lion,975,BGN,20.5316
2011-03-19,Bolg lion,975,BGN,20.5013
2011-03-20,Bolg lion,975,BGN,20.5013
2011-03-21,Bolg lion,975,BGN,20.5013
2011-03-22,Bolg lion,975,BGN,20.5502
2011-03-23,Bolg lion,975,BGN,20.5025
2011-03-24,Bolg lion,975,BGN,20.5123
2011-03-25,Bolg lion,975,BGN,20.4445
2011-03-26,Bolg lion,975,BGN,20.4401
2011-03-27,Bolg lion,975,BGN,20.4401
2011-03-28,Bolg lion,975,BGN,20.4401
2011-03-29,Bolg lion,975,BGN,20.4175
2011-03-30,Bolg lion,975,BGN,20.4898
2011-03-31,Bolg lion,975,BGN,20.4628
2011-04-01,Bolg lion,975,BGN,20.6729
2011-04-02,Bolg lion,975,BGN,20.5404
2011-04-03,Bolg lion,975,BGN,20.5404
2011-04-04,Bolg lion,975,BGN,20.5404
2011-04-05,Bolg lion,975,BGN,20.5367
2011-04-06,Bolg lion,975,BGN,20.5542
2011-04-07,Bolg lion,975,BGN,20.614
2011-04-08,Bolg lion,975,BGN,20.6199
2011-04-09,Bolg lion,975,BGN,20.7291
2011-04-10,Bolg lion,975,BGN,20.7291
2011-04-11,Bolg lion,975,BGN,20.7291
2011-04-12,Bolg lion,975,BGN,20.6876
2011-04-13,Bolg lion,975,BGN,20.7441
2011-04-14,Bolg lion,975,BGN,20.8626
2011-04-15,Bolg lion,975,BGN,20.8928
2011-04-16,Bolg lion,975,BGN,20.9046
2011-04-17,Bolg lion,975,BGN,20.9046
2011-04-18,Bolg lion,975,BGN,20.9046
2011-04-19,Bolg lion,975,BGN,20.6221
2011-04-20,Bolg lion,975,BGN,20.6836
2011-04-21,Bolg lion,975,BGN,20.7579
2011-04-22,Bolg lion,975,BGN,20.8927
2011-04-23,Bolg lion,975,BGN,20.8302
2011-04-24,Bolg lion,975,BGN,20.8302
2011-04-25,Bolg lion,975,BGN,20.8302
2011-04-26,Bolg lion,975,BGN,20.8618
2011-04-27,Bolg lion,975,BGN,20.7856
2011-04-28,Bolg lion,975,BGN,20.777
2011-04-29,Bolg lion,975,BGN,20.8822
2011-04-30,Bolg lion,975,BGN,20.8619
2011-05-01,Bolg lion,975,BGN,20.8619
2011-05-02,Bolg lion,975,BGN,20.8619
2011-05-03,Bolg lion,975,BGN,20.8619
2011-05-04,Bolg lion,975,BGN,20.7003
2011-05-05,Bolg lion,975,BGN,20.7897
2011-05-06,Bolg lion,975,BGN,20.7588
2011-05-07,Bolg lion,975,BGN,20.5692
2011-05-08,Bolg lion,975,BGN,20.5692
2011-05-09,Bolg lion,975,BGN,20.5692
2011-05-10,Bolg lion,975,BGN,20.5692
2011-05-11,Bolg lion,975,BGN,20.4345
2011-05-12,Bolg lion,975,BGN,20.3019
2011-05-13,Bolg lion,975,BGN,20.3223
2011-05-14,Bolg lion,975,BGN,20.3535
2011-05-15,Bolg lion,975,BGN,20.3535
2011-05-16,Bolg lion,975,BGN,20.3535
2011-05-17,Bolg lion,975,BGN,20.3267
2011-05-18,Bolg lion,975,BGN,20.3678
2011-05-19,Bolg lion,975,BGN,20.4794
2011-05-20,Bolg lion,975,BGN,20.3751
2011-05-21,Bolg lion,975,BGN,20.4412
2011-05-22,Bolg lion,975,BGN,20.4412
2011-05-23,Bolg lion,975,BGN,20.4412
2011-05-24,Bolg lion,975,BGN,20.3196
2011-05-25,Bolg lion,975,BGN,20.4568
2011-05-26,Bolg lion,975,BGN,20.4227
2011-05-27,Bolg lion,975,BGN,20.4758
2011-05-28,Bolg lion,975,BGN,20.5051
2011-05-29,Bolg lion,975,BGN,20.5051
2011-05-30,Bolg lion,975,BGN,20.5051
2011-05-31,Bolg lion,975,BGN,20.4954
2011-06-01,Bolg lion,975,BGN,20.5996
2011-06-02,Bolg lion,975,BGN,20.6438
2011-06-03,Bolg lion,975,BGN,20.616
2011-06-04,Bolg lion,975,BGN,20.6146
2011-06-05,Bolg lion,975,BGN,20.6146
2011-06-06,Bolg lion,975,BGN,20.6146
2011-06-07,Bolg lion,975,BGN,20.7914
2011-06-08,Bolg lion,975,BGN,20.7898
2011-06-09,Bolg lion,975,BGN,20.7812
2011-06-10,Bolg lion,975,BGN,20.7345
2011-06-11,Bolg lion,975,BGN,20.5401
2011-06-12,Bolg lion,975,BGN,20.5401
2011-06-13,Bolg lion,975,BGN,20.5401
2011-06-14,Bolg lion,975,BGN,20.5401
2011-06-15,Bolg lion,975,BGN,20.6288
2011-06-16,Bolg lion,975,BGN,20.498
2011-06-17,Bolg lion,975,BGN,20.3641
2011-06-18,Bolg lion,975,BGN,20.395
2011-06-19,Bolg lion,975,BGN,20.395
2011-06-20,Bolg lion,975,BGN,20.395
2011-06-21,Bolg lion,975,BGN,20.465
2011-06-22,Bolg lion,975,BGN,20.5621
2011-06-23,Bolg lion,975,BGN,20.548
2011-06-24,Bolg lion,975,BGN,20.4511
2011-06-25,Bolg lion,975,BGN,20.4661
2011-06-26,Bolg lion,975,BGN,20.4661
2011-06-27,Bolg lion,975,BGN,20.4661
2011-06-28,Bolg lion,975,BGN,20.5389
2011-06-29,Bolg lion,975,BGN,20.6307
2011-06-30,Bolg lion,975,BGN,20.6576
2011-07-01,Bolg lion,975,BGN,20.6816
2011-07-02,Bolg lion,975,BGN,20.6844
2011-07-03,Bolg lion,975,BGN,20.6844
2011-07-04,Bolg lion,975,BGN,20.6844
2011-07-05,Bolg lion,975,BGN,20.6504
2011-07-06,Bolg lion,975,BGN,20.6066
2011-07-07,Bolg lion,975,BGN,20.5335
2011-07-08,Bolg lion,975,BGN,20.4646
2011-07-09,Bolg lion,975,BGN,20.4293
2011-07-10,Bolg lion,975,BGN,20.4293
2011-07-11,Bolg lion,975,BGN,20.4293
2011-07-12,Bolg lion,975,BGN,20.3094
2011-07-13,Bolg lion,975,BGN,20.1478
2011-07-14,Bolg lion,975,BGN,20.2943
2011-07-15,Bolg lion,975,BGN,20.3917
2011-07-16,Bolg lion,975,BGN,20.2839
2011-07-17,Bolg lion,975,BGN,20.2839
2011-07-18,Bolg lion,975,BGN,20.2839
2011-07-19,Bolg lion,975,BGN,20.1975
2011-07-20,Bolg lion,975,BGN,20.365
2011-07-21,Bolg lion,975,BGN,20.3148
2011-07-22,Bolg lion,975,BGN,20.3485
2011-07-23,Bolg lion,975,BGN,20.4417
2011-07-24,Bolg lion,975,BGN,20.4417
2011-07-25,Bolg lion,975,BGN,20.4417
2011-07-26,Bolg lion,975,BGN,20.3457
2011-07-27,Bolg lion,975,BGN,20.4317
2011-07-28,Bolg lion,975,BGN,20.3303
2011-07-29,Bolg lion,975,BGN,20.2397
2011-07-30,Bolg lion,975,BGN,20.1894
2011-07-31,Bolg lion,975,BGN,20.1894
2011-08-01,Bolg lion,975,BGN,20.1894
2011-08-02,Bolg lion,975,BGN,20.2594
2011-08-03,Bolg lion,975,BGN,20.1517
2011-08-04,Bolg lion,975,BGN,20.298
2011-08-05,Bolg lion,975,BGN,20.328
2011-08-06,Bolg lion,975,BGN,20.5111
2011-08-07,Bolg lion,975,BGN,20.5111
2011-08-08,Bolg lion,975,BGN,20.5111
2011-08-09,Bolg lion,975,BGN,20.9682
2011-08-10,Bolg lion,975,BGN,21.411
2011-08-11,Bolg lion,975,BGN,21.5346
2011-08-12,Bolg lion,975,BGN,21.4035
2011-08-13,Bolg lion,975,BGN,21.3278
2011-08-14,Bolg lion,975,BGN,21.3278
2011-08-15,Bolg lion,975,BGN,21.3278
2011-08-16,Bolg lion,975,BGN,21.0901
2011-08-17,Bolg lion,975,BGN,21.096
2011-08-18,Bolg lion,975,BGN,21.1104
2011-08-19,Bolg lion,975,BGN,21.307
2011-08-20,Bolg lion,975,BGN,21.4109
2011-08-21,Bolg lion,975,BGN,21.4109
2011-08-22,Bolg lion,975,BGN,21.4109
2011-08-23,Bolg lion,975,BGN,21.5067
2011-08-24,Bolg lion,975,BGN,21.3499
2011-08-25,Bolg lion,975,BGN,21.2903
2011-08-26,Bolg lion,975,BGN,21.347
2011-08-27,Bolg lion,975,BGN,21.2981
2011-08-28,Bolg lion,975,BGN,21.2981
2011-08-29,Bolg lion,975,BGN,21.2981
2011-08-30,Bolg lion,975,BGN,21.3225
2011-08-31,Bolg lion,975,BGN,21.3755
2011-09-01,Bolg lion,975,BGN,21.3411
2011-09-02,Bolg lion,975,BGN,21.1455
2011-09-03,Bolg lion,975,BGN,21.1241
2011-09-04,Bolg lion,975,BGN,21.1241
2011-09-05,Bolg lion,975,BGN,21.1241
2011-09-06,Bolg lion,975,BGN,21.1959
2011-09-07,Bolg lion,975,BGN,21.3441
2011-09-08,Bolg lion,975,BGN,21.2101
2011-09-09,Bolg lion,975,BGN,21.2317
2011-09-10,Bolg lion,975,BGN,21.0779
2011-09-11,Bolg lion,975,BGN,21.0779
2011-09-12,Bolg lion,975,BGN,21.0779
2011-09-13,Bolg lion,975,BGN,20.9756
2011-09-14,Bolg lion,975,BGN,21.029
2011-09-15,Bolg lion,975,BGN,21.1834
2011-09-16,Bolg lion,975,BGN,21.4441
2011-09-17,Bolg lion,975,BGN,21.5202
2011-09-18,Bolg lion,975,BGN,21.5202
2011-09-19,Bolg lion,975,BGN,21.5202
2011-09-20,Bolg lion,975,BGN,21.6011
2011-09-21,Bolg lion,975,BGN,21.9929
2011-09-22,Bolg lion,975,BGN,21.9635
2011-09-23,Bolg lion,975,BGN,22.1095
2011-09-24,Bolg lion,975,BGN,22.1758
2011-09-25,Bolg lion,975,BGN,22.1758
2011-09-26,Bolg lion,975,BGN,22.1758
2011-09-27,Bolg lion,975,BGN,22.2845
2011-09-28,Bolg lion,975,BGN,22.3069
2011-09-29,Bolg lion,975,BGN,22.1728
2011-09-30,Bolg lion,975,BGN,22.1709
2011-10-01,Bolg lion,975,BGN,22.1892
2011-10-02,Bolg lion,975,BGN,22.1892
2011-10-03,Bolg lion,975,BGN,22.1892
2011-10-04,Bolg lion,975,BGN,22.2405
2011-10-05,Bolg lion,975,BGN,22.0363
2011-10-06,Bolg lion,975,BGN,22.2144
2011-10-07,Bolg lion,975,BGN,22.1417
2011-10-08,Bolg lion,975,BGN,22.1492
2011-10-09,Bolg lion,975,BGN,22.1492
2011-10-10,Bolg lion,975,BGN,22.1492
2011-10-11,Bolg lion,975,BGN,22.0619
2011-10-12,Bolg lion,975,BGN,21.9432
2011-10-13,Bolg lion,975,BGN,21.9241
2011-10-14,Bolg lion,975,BGN,22.0442
2011-10-15,Bolg lion,975,BGN,21.8274
2011-10-16,Bolg lion,975,BGN,21.8274
2011-10-17,Bolg lion,975,BGN,21.8274
2011-10-18,Bolg lion,975,BGN,21.8117
2011-10-19,Bolg lion,975,BGN,21.6918
2011-10-20,Bolg lion,975,BGN,21.8448
2011-10-21,Bolg lion,975,BGN,21.9417
2011-10-22,Bolg lion,975,BGN,22.0273
2011-10-23,Bolg lion,975,BGN,22.0273
2011-10-24,Bolg lion,975,BGN,22.0273
2011-10-25,Bolg lion,975,BGN,21.9071
2011-10-26,Bolg lion,975,BGN,21.6861
2011-10-27,Bolg lion,975,BGN,21.7665
2011-10-28,Bolg lion,975,BGN,21.6525
2011-10-29,Bolg lion,975,BGN,21.6524
2011-10-30,Bolg lion,975,BGN,21.6524
2011-10-31,Bolg lion,975,BGN,21.6524
2011-11-01,Bolg lion,975,BGN,21.5792
2011-11-02,Bolg lion,975,BGN,21.5672
2011-11-03,Bolg lion,975,BGN,21.5607
2011-11-04,Bolg lion,975,BGN,21.5465
2011-11-05,Bolg lion,975,BGN,21.5465
2011-11-06,Bolg lion,975,BGN,21.5465
2011-11-07,Bolg lion,975,BGN,21.5465
2011-11-08,Bolg lion,975,BGN,21.4869
2011-11-09,Bolg lion,975,BGN,21.4451
2011-11-10,Bolg lion,975,BGN,21.2399
2011-11-11,Bolg lion,975,BGN,21.305
2011-11-12,Bolg lion,975,BGN,21.277
2011-11-13,Bolg lion,975,BGN,21.277
2011-11-14,Bolg lion,975,BGN,21.277
2011-11-15,Bolg lion,975,BGN,21.3235
2011-11-16,Bolg lion,975,BGN,21.3287
2011-11-17,Bolg lion,975,BGN,21.2014
2011-11-18,Bolg lion,975,BGN,21.2
2011-11-19,Bolg lion,975,BGN,21.3647
2011-11-20,Bolg lion,975,BGN,21.3647
2011-11-21,Bolg lion,975,BGN,21.3647
2011-11-22,Bolg lion,975,BGN,21.4083
2011-11-23,Bolg lion,975,BGN,21.4644
2011-11-24,Bolg lion,975,BGN,21.4938
2011-11-25,Bolg lion,975,BGN,21.5127
2011-11-26,Bolg lion,975,BGN,21.4793
2011-11-27,Bolg lion,975,BGN,21.4793
2011-11-28,Bolg lion,975,BGN,21.4793
2011-11-29,Bolg lion,975,BGN,21.3322
2011-11-30,Bolg lion,975,BGN,21.377
2011-12-01,Bolg lion,975,BGN,21.3026
2011-12-02,Bolg lion,975,BGN,21.2368
2011-12-03,Bolg lion,975,BGN,21.2189
2011-12-04,Bolg lion,975,BGN,21.2189
2011-12-05,Bolg lion,975,BGN,21.2189
2011-12-06,Bolg lion,975,BGN,21.2243
2011-12-07,Bolg lion,975,BGN,21.2174
2011-12-08,Bolg lion,975,BGN,21.4137
2011-12-09,Bolg lion,975,BGN,21.4262
2011-12-10,Bolg lion,975,BGN,21.461
2011-12-11,Bolg lion,975,BGN,21.461
2011-12-12,Bolg lion,975,BGN,21.461
2011-12-13,Bolg lion,975,BGN,21.3871
2011-12-14,Bolg lion,975,BGN,21.3326
2011-12-15,Bolg lion,975,BGN,21.1784
2011-12-16,Bolg lion,975,BGN,21.196
2011-12-17,Bolg lion,975,BGN,21.1575
2011-12-18,Bolg lion,975,BGN,21.1575
2011-12-19,Bolg lion,975,BGN,21.1575
2011-12-20,Bolg lion,975,BGN,21.3179
2011-12-21,Bolg lion,975,BGN,21.3224
2011-12-22,Bolg lion,975,BGN,21.297
2011-12-23,Bolg lion,975,BGN,21.0929
2011-12-24,Bolg lion,975,BGN,20.8996
2011-12-25,Bolg lion,975,BGN,20.8996
2011-12-26,Bolg lion,975,BGN,20.8996
2011-12-27,Bolg lion,975,BGN,20.8483
2011-12-28,Bolg lion,975,BGN,20.7591
2011-12-29,Bolg lion,975,BGN,21.083
2011-12-30,Bolg lion,975,BGN,21.1883
2011-12-31,Bolg lion,975,BGN,21.3036
2012-01-01,Bolg lion,975,BGN,21.3036
2012-01-02,Bolg lion,975,BGN,21.3036
2012-01-03,Bolg lion,975,BGN,21.3036
2012-01-04,Bolg lion,975,BGN,21.3036
2012-01-05,Bolg lion,975,BGN,21.3036
2012-01-06,Bolg lion,975,BGN,21.3036
2012-01-07,Bolg lion,975,BGN,21.3036
2012-01-08,Bolg lion,975,BGN,21.3036
2012-01-09,Bolg lion,975,BGN,21.3036
2012-01-10,Bolg lion,975,BGN,21.3036
2012-01-11,Bolg lion,975,BGN,20.8401
2012-01-12,Bolg lion,975,BGN,20.6642
2012-01-13,Bolg lion,975,BGN,20.596
2012-01-14,Bolg lion,975,BGN,20.7879
2012-01-15,Bolg lion,975,BGN,20.7879
2012-01-16,Bolg lion,975,BGN,20.7879
2012-01-17,Bolg lion,975,BGN,20.6628
2012-01-18,Bolg lion,975,BGN,20.5515
2012-01-19,Bolg lion,975,BGN,20.6122
2012-01-20,Bolg lion,975,BGN,20.6913
2012-01-21,Bolg lion,975,BGN,20.7466
2012-01-22,Bolg lion,975,BGN,20.7466
2012-01-23,Bolg lion,975,BGN,20.7466
2012-01-24,Bolg lion,975,BGN,20.6502
2012-01-25,Bolg lion,975,BGN,20.5533
2012-01-26,Bolg lion,975,BGN,20.4365
2012-01-27,Bolg lion,975,BGN,20.3458
2012-01-28,Bolg lion,975,BGN,20.3394
2012-01-29,Bolg lion,975,BGN,20.3394
2012-01-30,Bolg lion,975,BGN,20.3394
2012-01-31,Bolg lion,975,BGN,20.4078
2012-02-01,Bolg lion,975,BGN,20.4335
2012-02-02,Bolg lion,975,BGN,20.2698
2012-02-03,Bolg lion,975,BGN,20.3406
2012-02-04,Bolg lion,975,BGN,20.3147
2012-02-05,Bolg lion,975,BGN,20.3147
2012-02-06,Bolg lion,975,BGN,20.3147
2012-02-07,Bolg lion,975,BGN,20.2021
2012-02-08,Bolg lion,975,BGN,20.1954
2012-02-09,Bolg lion,975,BGN,20.139
2012-02-10,Bolg lion,975,BGN,20.1723
2012-02-11,Bolg lion,975,BGN,20.2509
2012-02-12,Bolg lion,975,BGN,20.2509
2012-02-13,Bolg lion,975,BGN,20.2509
2012-02-14,Bolg lion,975,BGN,20.2667
2012-02-15,Bolg lion,975,BGN,20.221
2012-02-16,Bolg lion,975,BGN,20.1847
2012-02-17,Bolg lion,975,BGN,20.0943
2012-02-18,Bolg lion,975,BGN,20.1465
2012-02-19,Bolg lion,975,BGN,20.1465
2012-02-20,Bolg lion,975,BGN,20.1465
2012-02-21,Bolg lion,975,BGN,20.0948
2012-02-22,Bolg lion,975,BGN,20.1813
2012-02-23,Bolg lion,975,BGN,20.1511
2012-02-24,Bolg lion,975,BGN,20.1511
2012-02-25,Bolg lion,975,BGN,20.1251
2012-02-26,Bolg lion,975,BGN,20.1251
2012-02-27,Bolg lion,975,BGN,20.1251
2012-02-28,Bolg lion,975,BGN,20.0305
2012-02-29,Bolg lion,975,BGN,19.8889
2012-03-01,Bolg lion,975,BGN,19.9885
2012-03-02,Bolg lion,975,BGN,19.9366
2012-03-03,Bolg lion,975,BGN,19.8914
2012-03-04,Bolg lion,975,BGN,19.8914
2012-03-05,Bolg lion,975,BGN,19.8914
2012-03-06,Bolg lion,975,BGN,19.742
2012-03-07,Bolg lion,975,BGN,19.8804
2012-03-08,Bolg lion,975,BGN,19.9248
2012-03-09,Bolg lion,975,BGN,19.9248
2012-03-10,Bolg lion,975,BGN,19.9248
2012-03-11,Bolg lion,975,BGN,19.9248
2012-03-12,Bolg lion,975,BGN,19.8086
2012-03-13,Bolg lion,975,BGN,19.8785
2012-03-14,Bolg lion,975,BGN,19.8688
2012-03-15,Bolg lion,975,BGN,19.6737
2012-03-16,Bolg lion,975,BGN,19.7623
2012-03-17,Bolg lion,975,BGN,19.6321
2012-03-18,Bolg lion,975,BGN,19.6321
2012-03-19,Bolg lion,975,BGN,19.6321
2012-03-20,Bolg lion,975,BGN,19.6771
2012-03-21,Bolg lion,975,BGN,19.7382
2012-03-22,Bolg lion,975,BGN,19.7993
2012-03-23,Bolg lion,975,BGN,19.7987
2012-03-24,Bolg lion,975,BGN,19.893
2012-03-25,Bolg lion,975,BGN,19.893
2012-03-26,Bolg lion,975,BGN,19.893
2012-03-27,Bolg lion,975,BGN,19.7962
2012-03-28,Bolg lion,975,BGN,19.736
2012-03-29,Bolg lion,975,BGN,19.857
2012-03-30,Bolg lion,975,BGN,19.9532
2012-03-31,Bolg lion,975,BGN,20.0398
2012-04-01,Bolg lion,975,BGN,20.0398
2012-04-02,Bolg lion,975,BGN,20.0398
2012-04-03,Bolg lion,975,BGN,20.0341
2012-04-04,Bolg lion,975,BGN,19.9839
2012-04-05,Bolg lion,975,BGN,19.8479
2012-04-06,Bolg lion,975,BGN,19.7784
2012-04-07,Bolg lion,975,BGN,19.6863
2012-04-08,Bolg lion,975,BGN,19.6863
2012-04-09,Bolg lion,975,BGN,19.6863
2012-04-10,Bolg lion,975,BGN,19.8008
2012-04-11,Bolg lion,975,BGN,19.8273
2012-04-12,Bolg lion,975,BGN,19.9901
2012-04-13,Bolg lion,975,BGN,19.857
2012-04-14,Bolg lion,975,BGN,19.8445
2012-04-15,Bolg lion,975,BGN,19.8445
2012-04-16,Bolg lion,975,BGN,19.8445
2012-04-17,Bolg lion,975,BGN,19.8132
2012-04-18,Bolg lion,975,BGN,19.9078
2012-04-19,Bolg lion,975,BGN,19.7534
2012-04-20,Bolg lion,975,BGN,19.8082
2012-04-21,Bolg lion,975,BGN,19.8303
2012-04-22,Bolg lion,975,BGN,19.8303
2012-04-23,Bolg lion,975,BGN,19.8303
2012-04-24,Bolg lion,975,BGN,19.8239
2012-04-25,Bolg lion,975,BGN,19.8376
2012-04-26,Bolg lion,975,BGN,19.7934
2012-04-27,Bolg lion,975,BGN,19.83
2012-04-28,Bolg lion,975,BGN,19.8204
2012-04-29,Bolg lion,975,BGN,19.8975
2012-04-30,Bolg lion,975,BGN,19.8975
2012-05-01,Bolg lion,975,BGN,19.8975
2012-05-02,Bolg lion,975,BGN,19.8975
2012-05-03,Bolg lion,975,BGN,19.8653
2012-05-04,Bolg lion,975,BGN,19.8204
2012-05-05,Bolg lion,975,BGN,19.8869
2012-05-06,Bolg lion,975,BGN,19.9408
2012-05-07,Bolg lion,975,BGN,19.9408
2012-05-08,Bolg lion,975,BGN,19.9408
2012-05-09,Bolg lion,975,BGN,19.9408
2012-05-10,Bolg lion,975,BGN,19.9408
2012-05-11,Bolg lion,975,BGN,20.014
2012-05-12,Bolg lion,975,BGN,19.9661
2012-05-13,Bolg lion,975,BGN,19.9309
2012-05-14,Bolg lion,975,BGN,19.9309
2012-05-15,Bolg lion,975,BGN,19.9323
2012-05-16,Bolg lion,975,BGN,19.946
2012-05-17,Bolg lion,975,BGN,20.1037
2012-05-18,Bolg lion,975,BGN,20.1273
2012-05-19,Bolg lion,975,BGN,20.3475
2012-05-20,Bolg lion,975,BGN,20.3475
2012-05-21,Bolg lion,975,BGN,20.3475
