data,values,cod,abbreviation,kurs_rub
2014-08-21,Bolg lion,975,BGN,24.6371
2014-08-22,Bolg lion,975,BGN,24.63
2014-08-23,Bolg lion,975,BGN,24.4451
2014-08-24,Bolg lion,975,BGN,24.4451
2014-08-25,Bolg lion,975,BGN,24.4451
2014-08-26,Bolg lion,975,BGN,24.3643
2014-08-27,Bolg lion,975,BGN,24.3996
2014-08-28,Bolg lion,975,BGN,24.3627
2014-08-29,Bolg lion,975,BGN,24.514
2014-08-30,Bolg lion,975,BGN,24.8731
2014-08-31,Bolg lion,975,BGN,24.8731
2014-09-01,Bolg lion,975,BGN,24.8731
2014-09-02,Bolg lion,975,BGN,25.0433
2014-09-03,Bolg lion,975,BGN,25.0624
2014-09-04,Bolg lion,975,BGN,25.0559
2014-09-05,Bolg lion,975,BGN,24.7238
2014-09-06,Bolg lion,975,BGN,24.4241
2014-09-07,Bolg lion,975,BGN,24.4241
2014-09-08,Bolg lion,975,BGN,24.4241
2014-09-09,Bolg lion,975,BGN,24.5477
2014-09-10,Bolg lion,975,BGN,24.3705
2014-09-11,Bolg lion,975,BGN,24.5682
2014-09-12,Bolg lion,975,BGN,24.677
2014-09-13,Bolg lion,975,BGN,24.8742
2014-09-14,Bolg lion,975,BGN,24.8742
2014-09-15,Bolg lion,975,BGN,24.8742
2014-09-16,Bolg lion,975,BGN,25.1231
2014-09-17,Bolg lion,975,BGN,25.6025
2014-09-18,Bolg lion,975,BGN,25.4172
2014-09-19,Bolg lion,975,BGN,25.2902
2014-09-20,Bolg lion,975,BGN,25.3336
2014-09-21,Bolg lion,975,BGN,25.3336
2014-09-22,Bolg lion,975,BGN,25.3336
2014-09-23,Bolg lion,975,BGN,25.3055
2014-09-24,Bolg lion,975,BGN,25.4206
2014-09-25,Bolg lion,975,BGN,25.2337
2014-09-26,Bolg lion,975,BGN,24.9435
2014-09-27,Bolg lion,975,BGN,25.2555
2014-09-28,Bolg lion,975,BGN,25.2555
2014-09-29,Bolg lion,975,BGN,25.2555
2014-09-30,Bolg lion,975,BGN,25.5624
2014-10-01,Bolg lion,975,BGN,25.5423
2014-10-02,Bolg lion,975,BGN,25.5758
2014-10-03,Bolg lion,975,BGN,25.5128
2014-10-04,Bolg lion,975,BGN,25.6729
2014-10-05,Bolg lion,975,BGN,25.6729
2014-10-06,Bolg lion,975,BGN,25.6729
2014-10-07,Bolg lion,975,BGN,25.6295
2014-10-08,Bolg lion,975,BGN,25.7111
2014-10-09,Bolg lion,975,BGN,25.8331
2014-10-10,Bolg lion,975,BGN,26.083
2014-10-11,Bolg lion,975,BGN,26.0697
2014-10-12,Bolg lion,975,BGN,26.0697
2014-10-13,Bolg lion,975,BGN,26.0697
2014-10-14,Bolg lion,975,BGN,26.0936
2014-10-15,Bolg lion,975,BGN,26.3116
2014-10-16,Bolg lion,975,BGN,26.4703
2014-10-17,Bolg lion,975,BGN,26.6591
2014-10-18,Bolg lion,975,BGN,26.8303
2014-10-19,Bolg lion,975,BGN,26.8303
2014-10-20,Bolg lion,975,BGN,26.8303
2014-10-21,Bolg lion,975,BGN,26.652
2014-10-22,Bolg lion,975,BGN,26.9234
2014-10-23,Bolg lion,975,BGN,26.6453
2014-10-24,Bolg lion,975,BGN,26.7784
2014-10-25,Bolg lion,975,BGN,27.0196
2014-10-26,Bolg lion,975,BGN,27.0196
2014-10-27,Bolg lion,975,BGN,27.0196
2014-10-28,Bolg lion,975,BGN,27.2277
2014-10-29,Bolg lion,975,BGN,27.5496
2014-10-30,Bolg lion,975,BGN,27.7595
2014-10-31,Bolg lion,975,BGN,27.8758
2014-11-01,Bolg lion,975,BGN,26.9683
2014-11-02,Bolg lion,975,BGN,26.9683
2014-11-03,Bolg lion,975,BGN,26.9683
2014-11-04,Bolg lion,975,BGN,26.9683
2014-11-05,Bolg lion,975,BGN,26.9683
2014-11-06,Bolg lion,975,BGN,28.4065
2014-11-07,Bolg lion,975,BGN,28.8891
2014-11-08,Bolg lion,975,BGN,30.3425
2014-11-09,Bolg lion,975,BGN,30.3425
2014-11-10,Bolg lion,975,BGN,30.3425
2014-11-11,Bolg lion,975,BGN,29.2608
2014-11-12,Bolg lion,975,BGN,29.15
2014-11-13,Bolg lion,975,BGN,29.5485
2014-11-14,Bolg lion,975,BGN,29.3816
2014-11-15,Bolg lion,975,BGN,30.1879
2014-11-16,Bolg lion,975,BGN,30.1879
2014-11-17,Bolg lion,975,BGN,30.1879
2014-11-18,Bolg lion,975,BGN,30.3028
2014-11-19,Bolg lion,975,BGN,29.9864
2014-11-20,Bolg lion,975,BGN,30.1645
2014-11-21,Bolg lion,975,BGN,30.0024
2014-11-22,Bolg lion,975,BGN,29.3486
2014-11-23,Bolg lion,975,BGN,29.3486
2014-11-24,Bolg lion,975,BGN,29.3486
2014-11-25,Bolg lion,975,BGN,28.3918
2014-11-26,Bolg lion,975,BGN,28.5869
2014-11-27,Bolg lion,975,BGN,29.6244
2014-11-28,Bolg lion,975,BGN,30.44
2014-11-29,Bolg lion,975,BGN,31.3653
2014-11-30,Bolg lion,975,BGN,31.3653
2014-12-01,Bolg lion,975,BGN,31.3653
2014-12-02,Bolg lion,975,BGN,32.9392
2014-12-03,Bolg lion,975,BGN,32.3074
2014-12-04,Bolg lion,975,BGN,34.3408
2014-12-05,Bolg lion,975,BGN,33.1926
2014-12-06,Bolg lion,975,BGN,33.5962
2014-12-07,Bolg lion,975,BGN,33.5962
2014-12-08,Bolg lion,975,BGN,33.5962
2014-12-09,Bolg lion,975,BGN,33.3947
2014-12-10,Bolg lion,975,BGN,34.2526
2014-12-11,Bolg lion,975,BGN,34.3127
2014-12-12,Bolg lion,975,BGN,34.909
2014-12-13,Bolg lion,975,BGN,36.1195
2014-12-14,Bolg lion,975,BGN,36.1195
2014-12-15,Bolg lion,975,BGN,36.1195
2014-12-16,Bolg lion,975,BGN,37.104
2014-12-17,Bolg lion,975,BGN,38.9672
2014-12-18,Bolg lion,975,BGN,43.2
2014-12-19,Bolg lion,975,BGN,37.5262
2014-12-20,Bolg lion,975,BGN,38.0765
2014-12-21,Bolg lion,975,BGN,38.0765
2014-12-22,Bolg lion,975,BGN,38.0765
2014-12-23,Bolg lion,975,BGN,35.3928
2014-12-24,Bolg lion,975,BGN,34.1332
2014-12-25,Bolg lion,975,BGN,33.9552
2014-12-26,Bolg lion,975,BGN,32.8973
2014-12-27,Bolg lion,975,BGN,32.4383
2014-12-28,Bolg lion,975,BGN,32.4383
2014-12-29,Bolg lion,975,BGN,32.4383
2014-12-30,Bolg lion,975,BGN,35.3015
2014-12-31,Bolg lion,975,BGN,35.028
2015-01-01,Bolg lion,975,BGN,34.9562
2015-01-02,Bolg lion,975,BGN,34.9562
2015-01-03,Bolg lion,975,BGN,34.9562
2015-01-04,Bolg lion,975,BGN,34.9562
2015-01-05,Bolg lion,975,BGN,34.9562
2015-01-06,Bolg lion,975,BGN,34.9562
2015-01-07,Bolg lion,975,BGN,34.9562
2015-01-08,Bolg lion,975,BGN,34.9562
2015-01-09,Bolg lion,975,BGN,34.9562
2015-01-10,Bolg lion,975,BGN,34.9562
2015-01-11,Bolg lion,975,BGN,34.9562
2015-01-12,Bolg lion,975,BGN,34.9562
2015-01-13,Bolg lion,975,BGN,37.9323
2015-01-14,Bolg lion,975,BGN,39.2438
2015-01-15,Bolg lion,975,BGN,39.8783
2015-01-16,Bolg lion,975,BGN,39.0141
2015-01-17,Bolg lion,975,BGN,38.7755
2015-01-18,Bolg lion,975,BGN,38.7755
2015-01-19,Bolg lion,975,BGN,38.7755
2015-01-20,Bolg lion,975,BGN,38.432
2015-01-21,Bolg lion,975,BGN,38.4921
2015-01-22,Bolg lion,975,BGN,38.7583
2015-01-23,Bolg lion,975,BGN,38.8246
2015-01-24,Bolg lion,975,BGN,36.756
2015-01-25,Bolg lion,975,BGN,36.756
2015-01-26,Bolg lion,975,BGN,36.756
2015-01-27,Bolg lion,975,BGN,37.6715
2015-01-28,Bolg lion,975,BGN,39.134
2015-01-29,Bolg lion,975,BGN,38.9369
2015-01-30,Bolg lion,975,BGN,39.6254
2015-01-31,Bolg lion,975,BGN,39.9612
2015-02-01,Bolg lion,975,BGN,39.9612
2015-02-02,Bolg lion,975,BGN,39.9612
2015-02-03,Bolg lion,975,BGN,40.3312
2015-02-04,Bolg lion,975,BGN,39.268
2015-02-05,Bolg lion,975,BGN,38.3179
2015-02-06,Bolg lion,975,BGN,39.8578
2015-02-07,Bolg lion,975,BGN,38.6489
2015-02-08,Bolg lion,975,BGN,38.6489
2015-02-09,Bolg lion,975,BGN,38.6489
2015-02-10,Bolg lion,975,BGN,38.1874
2015-02-11,Bolg lion,975,BGN,37.8787
2015-02-12,Bolg lion,975,BGN,38.215
2015-02-13,Bolg lion,975,BGN,38.3141
2015-02-14,Bolg lion,975,BGN,38.0332
2015-02-15,Bolg lion,975,BGN,38.0332
2015-02-16,Bolg lion,975,BGN,38.0332
2015-02-17,Bolg lion,975,BGN,36.5724
2015-02-18,Bolg lion,975,BGN,36.441
2015-02-19,Bolg lion,975,BGN,36.3383
2015-02-20,Bolg lion,975,BGN,36.3422
2015-02-21,Bolg lion,975,BGN,35.7652
2015-02-22,Bolg lion,975,BGN,35.7652
2015-02-23,Bolg lion,975,BGN,35.7652
2015-02-24,Bolg lion,975,BGN,35.7652
2015-02-25,Bolg lion,975,BGN,36.7546
2015-02-26,Bolg lion,975,BGN,36.3561
2015-02-27,Bolg lion,975,BGN,35.2724
2015-02-28,Bolg lion,975,BGN,35.1249
2015-03-01,Bolg lion,975,BGN,35.1249
2015-03-02,Bolg lion,975,BGN,35.1249
2015-03-03,Bolg lion,975,BGN,35.6018
2015-03-04,Bolg lion,975,BGN,35.6819
2015-03-05,Bolg lion,975,BGN,35.3125
2015-03-06,Bolg lion,975,BGN,34.9292
2015-03-07,Bolg lion,975,BGN,33.7822
2015-03-08,Bolg lion,975,BGN,33.7822
2015-03-09,Bolg lion,975,BGN,33.7822
2015-03-10,Bolg lion,975,BGN,33.7822
2015-03-11,Bolg lion,975,BGN,33.4426
2015-03-12,Bolg lion,975,BGN,34.1411
2015-03-13,Bolg lion,975,BGN,33.0852
2015-03-14,Bolg lion,975,BGN,33.2574
2015-03-15,Bolg lion,975,BGN,33.2574
2015-03-16,Bolg lion,975,BGN,33.2574
2015-03-17,Bolg lion,975,BGN,33.4768
2015-03-18,Bolg lion,975,BGN,33.4549
2015-03-19,Bolg lion,975,BGN,33.2493
2015-03-20,Bolg lion,975,BGN,32.5876
2015-03-21,Bolg lion,975,BGN,32.7643
2015-03-22,Bolg lion,975,BGN,32.7643
2015-03-23,Bolg lion,975,BGN,32.7643
2015-03-24,Bolg lion,975,BGN,32.7558
2015-03-25,Bolg lion,975,BGN,32.973
2015-03-26,Bolg lion,975,BGN,32.1483
2015-03-27,Bolg lion,975,BGN,31.8689
2015-03-28,Bolg lion,975,BGN,31.9239
2015-03-29,Bolg lion,975,BGN,31.9239
2015-03-30,Bolg lion,975,BGN,31.9239
2015-03-31,Bolg lion,975,BGN,32.4261
2015-04-01,Bolg lion,975,BGN,31.6671
2015-04-02,Bolg lion,975,BGN,32.029
2015-04-03,Bolg lion,975,BGN,31.5386
2015-04-04,Bolg lion,975,BGN,31.5595
2015-04-05,Bolg lion,975,BGN,31.5595
2015-04-06,Bolg lion,975,BGN,31.5595
2015-04-07,Bolg lion,975,BGN,31.7292
2015-04-08,Bolg lion,975,BGN,30.761
2015-04-09,Bolg lion,975,BGN,29.9917
2015-04-10,Bolg lion,975,BGN,28.8552
2015-04-11,Bolg lion,975,BGN,27.7452
2015-04-12,Bolg lion,975,BGN,27.7452
2015-04-13,Bolg lion,975,BGN,27.7452
2015-04-14,Bolg lion,975,BGN,28.4238
2015-04-15,Bolg lion,975,BGN,28.0551
2015-04-16,Bolg lion,975,BGN,27.3419
2015-04-17,Bolg lion,975,BGN,27.0148
2015-04-18,Bolg lion,975,BGN,27.883
2015-04-19,Bolg lion,975,BGN,27.883
2015-04-20,Bolg lion,975,BGN,27.883
2015-04-21,Bolg lion,975,BGN,28.3954
2015-04-22,Bolg lion,975,BGN,29.4515
2015-04-23,Bolg lion,975,BGN,29.4989
2015-04-24,Bolg lion,975,BGN,28.2637
2015-04-25,Bolg lion,975,BGN,27.996
2015-04-26,Bolg lion,975,BGN,27.996
2015-04-27,Bolg lion,975,BGN,27.996
2015-04-28,Bolg lion,975,BGN,28.5068
2015-04-29,Bolg lion,975,BGN,29.0578
2015-04-30,Bolg lion,975,BGN,29.0842
2015-05-01,Bolg lion,975,BGN,29.3564
2015-05-02,Bolg lion,975,BGN,29.3564
2015-05-03,Bolg lion,975,BGN,29.3564
2015-05-04,Bolg lion,975,BGN,29.3564
2015-05-05,Bolg lion,975,BGN,29.3564
2015-05-06,Bolg lion,975,BGN,29.3011
2015-05-07,Bolg lion,975,BGN,28.7317
2015-05-08,Bolg lion,975,BGN,29.2256
2015-05-09,Bolg lion,975,BGN,29.1405
2015-05-10,Bolg lion,975,BGN,29.1405
2015-05-11,Bolg lion,975,BGN,29.1405
2015-05-12,Bolg lion,975,BGN,29.1405
2015-05-13,Bolg lion,975,BGN,29.2761
2015-05-14,Bolg lion,975,BGN,28.4203
2015-05-15,Bolg lion,975,BGN,29.2133
2015-05-16,Bolg lion,975,BGN,29.0968
2015-05-17,Bolg lion,975,BGN,29.0968
2015-05-18,Bolg lion,975,BGN,29.0968
2015-05-19,Bolg lion,975,BGN,28.6315
2015-05-20,Bolg lion,975,BGN,28.1208
2015-05-21,Bolg lion,975,BGN,28.2684
2015-05-22,Bolg lion,975,BGN,28.4901
2015-05-23,Bolg lion,975,BGN,28.4206
2015-05-24,Bolg lion,975,BGN,28.4206
2015-05-25,Bolg lion,975,BGN,28.4206
2015-05-26,Bolg lion,975,BGN,27.9523
2015-05-27,Bolg lion,975,BGN,28.0441
2015-05-28,Bolg lion,975,BGN,28.4745
2015-05-29,Bolg lion,975,BGN,29.198
2015-05-30,Bolg lion,975,BGN,29.6826
2015-05-31,Bolg lion,975,BGN,29.6826
2015-06-01,Bolg lion,975,BGN,29.6826
2015-06-02,Bolg lion,975,BGN,29.4959
2015-06-03,Bolg lion,975,BGN,29.9441
2015-06-04,Bolg lion,975,BGN,30.2262
2015-06-05,Bolg lion,975,BGN,31.851
2015-06-06,Bolg lion,975,BGN,32.3906
2015-06-07,Bolg lion,975,BGN,32.3906
2015-06-08,Bolg lion,975,BGN,32.3906
2015-06-09,Bolg lion,975,BGN,31.9263
2015-06-10,Bolg lion,975,BGN,32.2787
2015-06-11,Bolg lion,975,BGN,31.7661
2015-06-12,Bolg lion,975,BGN,31.3779
2015-06-13,Bolg lion,975,BGN,31.3779
2015-06-14,Bolg lion,975,BGN,31.3779
2015-06-15,Bolg lion,975,BGN,31.3779
2015-06-16,Bolg lion,975,BGN,31.7705
2015-06-17,Bolg lion,975,BGN,31.178
2015-06-18,Bolg lion,975,BGN,31.077
2015-06-19,Bolg lion,975,BGN,31.1108
2015-06-20,Bolg lion,975,BGN,31.1184
2015-06-21,Bolg lion,975,BGN,31.1184
2015-06-22,Bolg lion,975,BGN,31.1184
2015-06-23,Bolg lion,975,BGN,31.0043
2015-06-24,Bolg lion,975,BGN,31.1559
2015-06-25,Bolg lion,975,BGN,31.0132
2015-06-26,Bolg lion,975,BGN,31.2891
2015-06-27,Bolg lion,975,BGN,31.4184
2015-06-28,Bolg lion,975,BGN,31.4184
2015-06-29,Bolg lion,975,BGN,31.4184
2015-06-30,Bolg lion,975,BGN,31.4726
2015-07-01,Bolg lion,975,BGN,31.8802
2015-07-02,Bolg lion,975,BGN,31.5095
2015-07-03,Bolg lion,975,BGN,31.49
2015-07-04,Bolg lion,975,BGN,31.6045
2015-07-05,Bolg lion,975,BGN,31.6045
2015-07-06,Bolg lion,975,BGN,31.6045
2015-07-07,Bolg lion,975,BGN,31.952
2015-07-08,Bolg lion,975,BGN,32.1276
2015-07-09,Bolg lion,975,BGN,32.2624
2015-07-10,Bolg lion,975,BGN,32.1723
2015-07-11,Bolg lion,975,BGN,32.1852
2015-07-12,Bolg lion,975,BGN,32.1852
2015-07-13,Bolg lion,975,BGN,32.1852
2015-07-14,Bolg lion,975,BGN,32.0597
2015-07-15,Bolg lion,975,BGN,32.109
2015-07-16,Bolg lion,975,BGN,31.9145
2015-07-17,Bolg lion,975,BGN,31.7768
2015-07-18,Bolg lion,975,BGN,31.6476
2015-07-19,Bolg lion,975,BGN,31.6476
2015-07-20,Bolg lion,975,BGN,31.6476
2015-07-21,Bolg lion,975,BGN,31.5304
2015-07-22,Bolg lion,975,BGN,31.6294
2015-07-23,Bolg lion,975,BGN,31.9029
2015-07-24,Bolg lion,975,BGN,32.2162
2015-07-25,Bolg lion,975,BGN,32.4431
2015-07-26,Bolg lion,975,BGN,32.4431
2015-07-27,Bolg lion,975,BGN,32.4431
2015-07-28,Bolg lion,975,BGN,33.3097
2015-07-29,Bolg lion,975,BGN,34.0744
2015-07-30,Bolg lion,975,BGN,33.7931
2015-07-31,Bolg lion,975,BGN,33.0832
2015-08-01,Bolg lion,975,BGN,33.7486
2015-08-02,Bolg lion,975,BGN,33.7486
2015-08-03,Bolg lion,975,BGN,33.7486
2015-08-04,Bolg lion,975,BGN,35.0234
2015-08-05,Bolg lion,975,BGN,35.274
2015-08-06,Bolg lion,975,BGN,34.8436
2015-08-07,Bolg lion,975,BGN,35.5791
2015-08-08,Bolg lion,975,BGN,35.6807
2015-08-09,Bolg lion,975,BGN,35.6807
2015-08-10,Bolg lion,975,BGN,35.6807
2015-08-11,Bolg lion,975,BGN,36.1494
2015-08-12,Bolg lion,975,BGN,35.7037
2015-08-13,Bolg lion,975,BGN,37.0277
2015-08-14,Bolg lion,975,BGN,36.3857
2015-08-15,Bolg lion,975,BGN,36.9734
2015-08-16,Bolg lion,975,BGN,36.9734
2015-08-17,Bolg lion,975,BGN,36.9734
2015-08-18,Bolg lion,975,BGN,37.1334
2015-08-19,Bolg lion,975,BGN,37.3053
2015-08-20,Bolg lion,975,BGN,37.1627
2015-08-21,Bolg lion,975,BGN,38.0827
2015-08-22,Bolg lion,975,BGN,39.1796
2015-08-23,Bolg lion,975,BGN,39.1796
2015-08-24,Bolg lion,975,BGN,39.1796
2015-08-25,Bolg lion,975,BGN,41.5325
2015-08-26,Bolg lion,975,BGN,41.2686
2015-08-27,Bolg lion,975,BGN,40.6917
2015-08-28,Bolg lion,975,BGN,38.9756
2015-08-29,Bolg lion,975,BGN,38.4132
2015-08-30,Bolg lion,975,BGN,38.4132
2015-08-31,Bolg lion,975,BGN,38.4132
2015-09-01,Bolg lion,975,BGN,38.2497
2015-09-02,Bolg lion,975,BGN,37.7394
2015-09-03,Bolg lion,975,BGN,38.4586
2015-09-04,Bolg lion,975,BGN,38.4917
2015-09-05,Bolg lion,975,BGN,38.5757
2015-09-06,Bolg lion,975,BGN,38.5757
2015-09-07,Bolg lion,975,BGN,38.5757
2015-09-08,Bolg lion,975,BGN,39.0347
2015-09-09,Bolg lion,975,BGN,39.3284
2015-09-10,Bolg lion,975,BGN,38.6411
2015-09-11,Bolg lion,975,BGN,39.1944
2015-09-12,Bolg lion,975,BGN,39.2709
2015-09-13,Bolg lion,975,BGN,39.2709
2015-09-14,Bolg lion,975,BGN,39.2709
2015-09-15,Bolg lion,975,BGN,39.4023
2015-09-16,Bolg lion,975,BGN,38.8373
2015-09-17,Bolg lion,975,BGN,37.9744
2015-09-18,Bolg lion,975,BGN,37.8627
2015-09-19,Bolg lion,975,BGN,38.3864
2015-09-20,Bolg lion,975,BGN,38.3864
2015-09-21,Bolg lion,975,BGN,38.3864
2015-09-22,Bolg lion,975,BGN,38.2897
2015-09-23,Bolg lion,975,BGN,37.8336
2015-09-24,Bolg lion,975,BGN,37.5212
2015-09-25,Bolg lion,975,BGN,38.0521
2015-09-26,Bolg lion,975,BGN,37.3884
2015-09-27,Bolg lion,975,BGN,37.3884
2015-09-28,Bolg lion,975,BGN,37.3884
2015-09-29,Bolg lion,975,BGN,37.5219
2015-09-30,Bolg lion,975,BGN,38.0627
2015-10-01,Bolg lion,975,BGN,37.7405
2015-10-02,Bolg lion,975,BGN,37.1027
2015-10-03,Bolg lion,975,BGN,37.6507
2015-10-04,Bolg lion,975,BGN,37.6507
2015-10-05,Bolg lion,975,BGN,37.6507
2015-10-06,Bolg lion,975,BGN,37.7762
2015-10-07,Bolg lion,975,BGN,37.3151
2015-10-08,Bolg lion,975,BGN,36.0401
2015-10-09,Bolg lion,975,BGN,35.9625
2015-10-10,Bolg lion,975,BGN,35.487
2015-10-11,Bolg lion,975,BGN,35.487
2015-10-12,Bolg lion,975,BGN,35.487
2015-10-13,Bolg lion,975,BGN,35.5668
2015-10-14,Bolg lion,975,BGN,36.2461
2015-10-15,Bolg lion,975,BGN,36.8096
2015-10-16,Bolg lion,975,BGN,36.3996
2015-10-17,Bolg lion,975,BGN,35.6343
2015-10-18,Bolg lion,975,BGN,35.6343
2015-10-19,Bolg lion,975,BGN,35.6343
2015-10-20,Bolg lion,975,BGN,35.7013
2015-10-21,Bolg lion,975,BGN,36.105
2015-10-22,Bolg lion,975,BGN,36.3964
2015-10-23,Bolg lion,975,BGN,36.3256
2015-10-24,Bolg lion,975,BGN,35.2327
2015-10-25,Bolg lion,975,BGN,35.2327
2015-10-26,Bolg lion,975,BGN,35.2327
2015-10-27,Bolg lion,975,BGN,35.3069
2015-10-28,Bolg lion,975,BGN,35.8699
2015-10-29,Bolg lion,975,BGN,36.8746
2015-10-30,Bolg lion,975,BGN,35.8524
2015-10-31,Bolg lion,975,BGN,36.1958
2015-11-01,Bolg lion,975,BGN,36.1958
2015-11-02,Bolg lion,975,BGN,36.1958
2015-11-03,Bolg lion,975,BGN,35.9514
2015-11-04,Bolg lion,975,BGN,35.9388
2015-11-05,Bolg lion,975,BGN,35.9388
2015-11-06,Bolg lion,975,BGN,35.2354
2015-11-07,Bolg lion,975,BGN,35.4229
2015-11-08,Bolg lion,975,BGN,35.4229
2015-11-09,Bolg lion,975,BGN,35.4229
2015-11-10,Bolg lion,975,BGN,35.6061
2015-11-11,Bolg lion,975,BGN,35.4048
2015-11-12,Bolg lion,975,BGN,35.4835
2015-11-13,Bolg lion,975,BGN,35.9579
2015-11-14,Bolg lion,975,BGN,36.6889
2015-11-15,Bolg lion,975,BGN,36.6889
2015-11-16,Bolg lion,975,BGN,36.6889
2015-11-17,Bolg lion,975,BGN,36.4988
2015-11-18,Bolg lion,975,BGN,35.6586
2015-11-19,Bolg lion,975,BGN,35.3324
2015-11-20,Bolg lion,975,BGN,35.413
2015-11-21,Bolg lion,975,BGN,35.3944
2015-11-22,Bolg lion,975,BGN,35.3944
2015-11-23,Bolg lion,975,BGN,35.3944
2015-11-24,Bolg lion,975,BGN,35.6565
2015-11-25,Bolg lion,975,BGN,35.7102
2015-11-26,Bolg lion,975,BGN,35.7359
2015-11-27,Bolg lion,975,BGN,35.6221
2015-11-28,Bolg lion,975,BGN,35.9508
2015-11-29,Bolg lion,975,BGN,35.9508
2015-11-30,Bolg lion,975,BGN,35.9508
2015-12-01,Bolg lion,975,BGN,36.1326
2015-12-02,Bolg lion,975,BGN,35.8696
2015-12-03,Bolg lion,975,BGN,36.2502
2015-12-04,Bolg lion,975,BGN,36.6458
2015-12-05,Bolg lion,975,BGN,37.6362
2015-12-06,Bolg lion,975,BGN,37.6362
2015-12-07,Bolg lion,975,BGN,37.6362
2015-12-08,Bolg lion,975,BGN,37.9567
2015-12-09,Bolg lion,975,BGN,38.5207
2015-12-10,Bolg lion,975,BGN,38.6506
2015-12-11,Bolg lion,975,BGN,38.8587
2015-12-12,Bolg lion,975,BGN,38.7516
2015-12-13,Bolg lion,975,BGN,38.7516
2015-12-14,Bolg lion,975,BGN,38.7516
2015-12-15,Bolg lion,975,BGN,39.3502
2015-12-16,Bolg lion,975,BGN,39.949
2015-12-17,Bolg lion,975,BGN,39.3699
2015-12-18,Bolg lion,975,BGN,39.2093
2015-12-19,Bolg lion,975,BGN,39.4368
2015-12-20,Bolg lion,975,BGN,39.4368
2015-12-21,Bolg lion,975,BGN,39.4368
2015-12-22,Bolg lion,975,BGN,39.5797
2015-12-23,Bolg lion,975,BGN,39.6925
2015-12-24,Bolg lion,975,BGN,39.6032
2015-12-25,Bolg lion,975,BGN,38.8991
2015-12-26,Bolg lion,975,BGN,39.3201
2015-12-27,Bolg lion,975,BGN,39.3201
2015-12-28,Bolg lion,975,BGN,39.3201
2015-12-29,Bolg lion,975,BGN,39.7164
2015-12-30,Bolg lion,975,BGN,40.7043
2015-12-31,Bolg lion,975,BGN,40.7485
2016-01-01,Bolg lion,975,BGN,40.7157
2016-01-02,Bolg lion,975,BGN,40.7157
2016-01-03,Bolg lion,975,BGN,40.7157
2016-01-04,Bolg lion,975,BGN,40.7157
2016-01-05,Bolg lion,975,BGN,40.7157
2016-01-06,Bolg lion,975,BGN,40.7157
2016-01-07,Bolg lion,975,BGN,40.7157
2016-01-08,Bolg lion,975,BGN,40.7157
2016-01-09,Bolg lion,975,BGN,40.7157
2016-01-10,Bolg lion,975,BGN,40.7157
2016-01-11,Bolg lion,975,BGN,40.7157
2016-01-12,Bolg lion,975,BGN,42.2865
2016-01-13,Bolg lion,975,BGN,42.617
2016-01-14,Bolg lion,975,BGN,42.2976
2016-01-15,Bolg lion,975,BGN,42.5601
2016-01-16,Bolg lion,975,BGN,42.6427
2016-01-17,Bolg lion,975,BGN,42.6427
2016-01-18,Bolg lion,975,BGN,42.6427
2016-01-19,Bolg lion,975,BGN,43.7384
2016-01-20,Bolg lion,975,BGN,43.6374
2016-01-21,Bolg lion,975,BGN,44.5861
2016-01-22,Bolg lion,975,BGN,46.5612
2016-01-23,Bolg lion,975,BGN,44.6255
2016-01-24,Bolg lion,975,BGN,44.6255
2016-01-25,Bolg lion,975,BGN,44.6255
2016-01-26,Bolg lion,975,BGN,43.0672
2016-01-27,Bolg lion,975,BGN,45.4512
2016-01-28,Bolg lion,975,BGN,43.8385
2016-01-29,Bolg lion,975,BGN,43.0297
2016-01-30,Bolg lion,975,BGN,41.8787
2016-01-31,Bolg lion,975,BGN,41.8787
2016-02-01,Bolg lion,975,BGN,41.8787
2016-02-02,Bolg lion,975,BGN,42.3377
2016-02-03,Bolg lion,975,BGN,43.4571
2016-02-04,Bolg lion,975,BGN,44.232
2016-02-05,Bolg lion,975,BGN,43.4882
2016-02-06,Bolg lion,975,BGN,44.2504
2016-02-07,Bolg lion,975,BGN,44.2504
2016-02-08,Bolg lion,975,BGN,44.2504
2016-02-09,Bolg lion,975,BGN,43.8456
2016-02-10,Bolg lion,975,BGN,45.0555
2016-02-11,Bolg lion,975,BGN,45.5912
2016-02-12,Bolg lion,975,BGN,45.7547
2016-02-13,Bolg lion,975,BGN,45.8238
2016-02-14,Bolg lion,975,BGN,45.8238
2016-02-15,Bolg lion,975,BGN,45.8238
2016-02-16,Bolg lion,975,BGN,44.5318
2016-02-17,Bolg lion,975,BGN,43.5213
2016-02-18,Bolg lion,975,BGN,44.4453
2016-02-19,Bolg lion,975,BGN,42.959
2016-02-20,Bolg lion,975,BGN,43.4538
2016-02-21,Bolg lion,975,BGN,43.8952
2016-02-22,Bolg lion,975,BGN,43.8952
2016-02-23,Bolg lion,975,BGN,43.8952
2016-02-24,Bolg lion,975,BGN,43.8952
2016-02-25,Bolg lion,975,BGN,42.9849
2016-02-26,Bolg lion,975,BGN,43.0407
2016-02-27,Bolg lion,975,BGN,42.3282
2016-02-28,Bolg lion,975,BGN,42.3282
2016-02-29,Bolg lion,975,BGN,42.3282
2016-03-01,Bolg lion,975,BGN,42.4043
2016-03-02,Bolg lion,975,BGN,41.1523
2016-03-03,Bolg lion,975,BGN,40.9077
